Times;CH3 CH 3;CH4 CH 4;CH5 CH 5
22.311 900 ms;0;1;1
22.314 710 ms;0;1;0
22.314 740 ms;0;0;0
22.372 860 ms;0;0;1
22.372 890 ms;0;1;1
22.378 170 ms;0;1;0
22.378 200 ms;0;0;0
22.379 670 ms;0;0;1
22.379 700 ms;0;1;1
22.392 880 ms;0;1;0
22.392 910 ms;0;0;0
22.394 410 ms;0;1;0
22.394 440 ms;1;1;0
22.535 120 ms;1;1;1
22.535 160 ms;1;0;1
22.539 650 ms;1;0;0
22.539 710 ms;0;0;0
22.686 520 ms;0;0;1
22.688 640 ms;0;0;0
22.708 460 ms;0;0;1
22.710 580 ms;0;0;0
22.744 520 ms;0;0;1
22.746 640 ms;0;0;0
22.812 290 ms;0;0;1
22.812 350 ms;1;0;1
22.816 490 ms;1;0;0
22.816 550 ms;0;0;0
22.941 410 ms;0;0;1
22.943 520 ms;0;0;0
23.027 670 ms;0;0;1
23.029 790 ms;0;0;0
23.089 430 ms;0;0;1
23.089 490 ms;1;0;1
23.093 620 ms;1;0;0
23.093 680 ms;0;0;0
23.113 940 ms;0;0;1
23.116 050 ms;0;0;0
23.118 650 ms;0;0;1
23.118 680 ms;0;1;1
23.118 700 ms;1;1;1
23.120 010 ms;1;1;0
23.120 040 ms;1;0;0
23.120 070 ms;0;0;0
23.200 200 ms;0;0;1
23.202 330 ms;0;0;0
23.277 840 ms;0;0;1
23.279 960 ms;0;0;0
23.338 230 ms;0;0;1
23.340 350 ms;0;0;0
23.366 560 ms;0;0;1
23.366 620 ms;1;0;1
23.370 770 ms;1;0;0
23.370 830 ms;0;0;0
23.459 000 ms;0;0;1
23.461 120 ms;0;0;0
23.545 270 ms;0;0;1
23.547 390 ms;0;0;0
23.631 530 ms;0;0;1
23.633 660 ms;0;0;0
23.643 700 ms;0;0;1
23.643 760 ms;1;0;1
23.647 890 ms;1;0;0
23.647 950 ms;0;0;0
23.717 800 ms;0;0;1
23.719 920 ms;0;0;0
23.786 810 ms;0;0;1
23.788 940 ms;0;0;0
23.890 330 ms;0;0;1
23.892 450 ms;0;0;0
23.920 840 ms;0;0;1
23.920 900 ms;1;0;1
23.925 040 ms;1;0;0
23.925 100 ms;0;0;0
23.976 600 ms;0;0;1
23.978 720 ms;0;0;0
24.062 860 ms;0;0;1
24.064 990 ms;0;0;0
24.131 880 ms;0;0;1
24.134 000 ms;0;0;0
24.197 980 ms;0;0;1
24.198 040 ms;1;0;1
24.202 170 ms;1;0;0
24.202 230 ms;0;0;0
24.235 390 ms;0;0;1
24.237 520 ms;0;0;0
24.321 660 ms;0;0;1
24.323 780 ms;0;0;0
24.407 930 ms;0;0;1
24.410 050 ms;0;0;0
24.459 690 ms;0;0;1
24.461 810 ms;0;0;0
24.475 110 ms;0;0;1
24.475 170 ms;1;0;1
24.479 320 ms;1;0;0
24.479 380 ms;0;0;0
24.511 450 ms;0;0;1
24.513 570 ms;0;0;0
24.649 470 ms;0;0;1
24.651 600 ms;0;0;0
24.683 980 ms;0;0;1
24.686 100 ms;0;0;0
24.752 250 ms;0;0;1
24.752 310 ms;1;0;1
24.756 440 ms;1;0;0
24.756 500 ms;0;0;0
24.839 260 ms;0;0;1
24.841 380 ms;0;0;0
24.925 520 ms;0;0;1
24.927 640 ms;0;0;0
24.994 540 ms;0;0;1
24.996 660 ms;0;0;0
25.029 390 ms;0;0;1
25.029 440 ms;1;0;1
25.033 590 ms;1;0;0
25.033 650 ms;0;0;0
25.098 060 ms;0;0;1
25.100 180 ms;0;0;0
25.175 690 ms;0;0;1
25.177 820 ms;0;0;0
25.210 200 ms;0;0;1
25.212 320 ms;0;0;0
25.306 520 ms;0;0;1
25.306 580 ms;1;0;1
25.310 710 ms;1;0;0
25.310 770 ms;0;0;0
25.356 860 ms;0;0;1
25.358 970 ms;0;0;0
25.443 120 ms;0;0;1
25.445 240 ms;0;0;0
25.529 390 ms;0;0;1
25.531 510 ms;0;0;0
25.583 660 ms;0;0;1
25.583 720 ms;1;0;1
25.587 870 ms;1;0;0
25.587 930 ms;0;0;0
25.615 660 ms;0;0;1
25.617 770 ms;0;0;0
25.701 920 ms;0;0;1
25.704 040 ms;0;0;0
25.788 190 ms;0;0;1
25.790 300 ms;0;0;0
25.860 800 ms;0;0;1
25.860 850 ms;1;0;1
25.864 990 ms;1;0;0
25.865 050 ms;0;0;0
25.874 450 ms;0;0;1
25.876 580 ms;0;0;0
25.952 090 ms;0;0;1
25.954 210 ms;0;0;0
26.046 990 ms;0;0;1
26.049 110 ms;0;0;0
26.133 250 ms;0;0;1
26.135 370 ms;0;0;0
26.137 930 ms;0;0;1
26.137 990 ms;1;0;1
26.142 140 ms;1;0;0
26.142 200 ms;0;0;0
26.219 520 ms;0;0;1
26.221 640 ms;0;0;0
26.305 780 ms;0;0;1
26.307 910 ms;0;0;0
26.392 050 ms;0;0;1
26.394 170 ms;0;0;0
26.415 070 ms;0;0;1
26.415 130 ms;1;0;1
26.419 260 ms;1;0;0
26.419 320 ms;0;0;0
26.478 310 ms;0;0;1
26.480 440 ms;0;0;0
26.564 580 ms;0;0;1
26.566 700 ms;0;0;0
26.650 850 ms;0;0;1
26.652 970 ms;0;0;0
26.668 100 ms;0;0;1
26.670 220 ms;0;0;0
26.692 210 ms;0;0;1
26.692 270 ms;1;0;1
26.696 420 ms;1;0;0
26.696 480 ms;0;0;0
26.814 750 ms;0;0;1
26.816 870 ms;0;0;0
26.909 640 ms;0;0;1
26.911 760 ms;0;0;0
26.969 340 ms;0;0;1
26.969 400 ms;1;0;1
26.975 890 ms;1;0;0
26.975 950 ms;0;0;0
26.995 910 ms;0;0;1
26.998 030 ms;0;0;0
27.082 180 ms;0;0;1
27.084 300 ms;0;0;0
27.168 450 ms;0;0;1
27.170 560 ms;0;0;0
27.246 480 ms;0;0;1
27.246 540 ms;1;0;1
27.253 050 ms;1;0;0
27.253 110 ms;0;0;0
27.254 680 ms;0;0;1
27.256 800 ms;0;0;0
27.311 510 ms;0;0;1
27.311 540 ms;0;1;1
27.314 340 ms;0;1;0
27.314 380 ms;0;0;0
27.340 980 ms;0;0;1
27.343 090 ms;0;0;0
27.372 410 ms;0;0;1
27.372 440 ms;0;1;1
27.377 710 ms;0;1;0
27.377 750 ms;0;0;0
27.379 220 ms;0;0;1
27.379 250 ms;0;1;1
27.392 430 ms;0;1;0
27.392 460 ms;0;0;0
27.393 960 ms;0;1;0
27.393 990 ms;1;1;0
27.427 210 ms;1;1;1
27.427 250 ms;1;0;1
27.427 280 ms;0;0;1
27.429 340 ms;0;0;0
27.513 480 ms;0;0;1
27.515 600 ms;0;0;0
27.523 590 ms;0;0;1
27.523 650 ms;1;0;1
27.528 110 ms;1;0;0
27.528 170 ms;0;0;0
27.530 730 ms;0;0;1
27.532 850 ms;0;0;0
27.677 420 ms;0;0;1
27.679 530 ms;0;0;0
27.772 310 ms;0;0;1
27.774 430 ms;0;0;0
27.800 760 ms;0;0;1
27.800 820 ms;1;0;1
27.804 960 ms;1;0;0
27.805 020 ms;0;0;0
27.858 570 ms;0;0;1
27.860 700 ms;0;0;0
27.944 840 ms;0;0;1
27.946 960 ms;0;0;0
28.031 110 ms;0;0;1
28.033 230 ms;0;0;0
28.077 900 ms;0;0;1
28.077 960 ms;1;0;1
28.082 090 ms;1;0;0
28.082 150 ms;0;0;0
28.108 750 ms;0;0;1
28.110 640 ms;0;0;0
28.355 030 ms;0;0;1
28.355 090 ms;1;0;1
28.359 240 ms;1;0;0
28.359 300 ms;0;0;0
28.632 170 ms;0;0;1
28.632 230 ms;1;0;1
28.636 360 ms;1;0;0
28.636 420 ms;0;0;0
28.909 300 ms;0;0;1
28.909 370 ms;1;0;1
28.913 510 ms;1;0;0
28.913 570 ms;0;0;0
29.186 440 ms;0;0;1
29.186 500 ms;1;0;1
29.190 640 ms;1;0;0
29.190 700 ms;0;0;0
29.463 580 ms;0;0;1
29.463 640 ms;1;0;1
29.467 780 ms;1;0;0
29.467 840 ms;0;0;0
29.740 720 ms;0;0;1
29.740 780 ms;1;0;1
29.744 910 ms;1;0;0
29.744 970 ms;0;0;0
30.017 850 ms;0;0;1
30.017 910 ms;1;0;1
30.022 060 ms;1;0;0
30.022 120 ms;0;0;0
30.294 990 ms;0;0;1
30.295 050 ms;1;0;1
30.299 180 ms;1;0;0
30.299 240 ms;0;0;0
30.572 130 ms;0;0;1
30.572 190 ms;1;0;1
30.576 340 ms;1;0;0
30.576 400 ms;0;0;0
30.849 260 ms;0;0;1
30.849 320 ms;1;0;1
30.853 450 ms;1;0;0
30.853 520 ms;0;0;0
31.126 400 ms;0;0;1
31.126 460 ms;1;0;1
31.130 610 ms;1;0;0
31.130 670 ms;0;0;0
31.403 540 ms;0;0;1
31.403 600 ms;1;0;1
31.407 730 ms;1;0;0
31.407 790 ms;0;0;0
31.680 680 ms;0;0;1
31.680 740 ms;1;0;1
31.684 880 ms;1;0;0
31.684 940 ms;0;0;0
31.957 810 ms;0;0;1
31.957 870 ms;1;0;1
31.964 360 ms;1;0;0
31.964 420 ms;0;0;0
32.014 440 ms;0;0;1
32.014 480 ms;0;1;1
32.016 010 ms;0;1;0
32.016 040 ms;0;0;0
32.234 950 ms;0;0;1
32.235 010 ms;1;0;1
32.241 510 ms;1;0;0
32.241 570 ms;0;0;0
32.311 130 ms;0;0;1
32.311 160 ms;0;1;1
32.313 970 ms;0;1;0
32.314 000 ms;0;0;0
32.371 960 ms;0;0;1
32.371 990 ms;0;1;1
32.377 260 ms;0;1;0
32.377 300 ms;0;0;0
32.378 780 ms;0;0;1
32.378 810 ms;0;1;1
32.391 980 ms;0;1;0
32.392 010 ms;0;0;0
32.393 520 ms;0;1;0
32.393 540 ms;1;1;0
32.512 060 ms;1;1;1
32.512 100 ms;1;0;1
32.516 580 ms;1;0;0
32.516 640 ms;0;0;0
32.686 180 ms;0;0;1
32.688 300 ms;0;0;0
32.708 110 ms;0;0;1
32.710 240 ms;0;0;0
32.778 100 ms;0;0;1
32.780 220 ms;0;0;0
32.789 220 ms;0;0;1
32.789 280 ms;1;0;1
32.793 430 ms;1;0;0
32.793 490 ms;0;0;0
32.941 060 ms;0;0;1
32.943 190 ms;0;0;0
33.027 330 ms;0;0;1
33.029 450 ms;0;0;0
33.066 360 ms;0;0;1
33.066 420 ms;1;0;1
33.070 560 ms;1;0;0
33.070 620 ms;0;0;0
33.113 600 ms;0;0;1
33.115 720 ms;0;0;0
33.199 860 ms;0;0;1
33.201 990 ms;0;0;0
33.277 500 ms;0;0;1
33.279 620 ms;0;0;0
33.337 890 ms;0;0;1
33.340 010 ms;0;0;0
33.343 500 ms;0;0;1
33.343 550 ms;1;0;1
33.347 710 ms;1;0;0
33.347 760 ms;0;0;0
33.458 660 ms;0;0;1
33.460 780 ms;0;0;0
33.495 980 ms;0;0;1
33.496 010 ms;0;1;1
33.498 170 ms;0;1;0
33.498 200 ms;0;0;0
33.544 920 ms;0;0;1
33.547 050 ms;0;0;0
33.566 390 ms;0;0;1
33.566 420 ms;0;1;1
33.567 960 ms;0;1;0
33.567 990 ms;0;0;0
33.620 640 ms;0;0;1
33.620 700 ms;1;0;1
33.624 830 ms;1;0;0
33.624 890 ms;0;0;0
33.631 190 ms;0;0;1
33.633 310 ms;0;0;0
33.717 460 ms;0;0;1
33.719 580 ms;0;0;0
33.786 470 ms;0;0;1
33.788 590 ms;0;0;0
33.889 990 ms;0;0;1
33.892 110 ms;0;0;0
33.897 770 ms;0;0;1
33.897 830 ms;1;0;1
33.901 980 ms;1;0;0
33.902 040 ms;0;0;0
33.976 250 ms;0;0;1
33.978 380 ms;0;0;0
34.062 520 ms;0;0;1
34.064 640 ms;0;0;0
34.131 530 ms;0;0;1
34.133 660 ms;0;0;0
34.174 910 ms;0;0;1
34.174 970 ms;1;0;1
34.179 100 ms;1;0;0
34.179 160 ms;0;0;0
34.235 060 ms;0;0;1
34.237 170 ms;0;0;0
34.321 320 ms;0;0;1
34.323 440 ms;0;0;0
34.407 590 ms;0;0;1
34.409 710 ms;0;0;0
34.452 050 ms;0;0;1
34.452 110 ms;1;0;1
34.456 250 ms;1;0;0
34.456 310 ms;0;0;0
34.467 970 ms;0;0;1
34.470 090 ms;0;0;0
34.580 120 ms;0;0;1
34.582 240 ms;0;0;0
34.649 130 ms;0;0;1
34.651 250 ms;0;0;0
34.729 190 ms;0;0;1
34.729 240 ms;1;0;1
34.733 380 ms;1;0;0
34.733 440 ms;0;0;0
34.752 650 ms;0;0;1
34.754 770 ms;0;0;0
34.838 920 ms;0;0;1
34.841 040 ms;0;0;0
34.925 180 ms;0;0;1
34.927 310 ms;0;0;0
34.994 190 ms;0;0;1
34.996 320 ms;0;0;0
35.006 320 ms;0;0;1
35.006 380 ms;1;0;1
35.010 530 ms;1;0;0
35.010 590 ms;0;0;0
35.028 700 ms;0;0;1
35.030 820 ms;0;0;0
35.071 610 ms;0;0;1
35.071 640 ms;0;1;1
35.073 800 ms;0;1;0
35.073 830 ms;0;0;0
35.142 040 ms;0;0;1
35.142 070 ms;0;1;1
35.143 600 ms;0;1;0
35.143 630 ms;0;0;0
35.166 730 ms;0;0;1
35.168 850 ms;0;0;0
35.270 250 ms;0;0;1
35.272 370 ms;0;0;0
35.283 460 ms;0;0;1
35.283 520 ms;1;0;1
35.287 650 ms;1;0;0
35.287 710 ms;0;0;0
35.296 130 ms;0;0;1
35.298 250 ms;0;0;0
35.442 780 ms;0;0;1
35.444 900 ms;0;0;0
35.529 050 ms;0;0;1
35.531 170 ms;0;0;0
35.560 600 ms;0;0;1
35.560 660 ms;1;0;1
35.564 800 ms;1;0;0
35.564 860 ms;0;0;0
35.615 310 ms;0;0;1
35.617 430 ms;0;0;0
35.701 580 ms;0;0;1
35.703 700 ms;0;0;0
35.787 840 ms;0;0;1
35.789 970 ms;0;0;0
35.837 730 ms;0;0;1
35.837 790 ms;1;0;1
35.841 920 ms;1;0;0
35.841 990 ms;0;0;0
35.865 480 ms;0;0;1
35.867 610 ms;0;0;0
35.925 870 ms;0;0;1
35.927 990 ms;0;0;0
36.046 640 ms;0;0;1
36.048 760 ms;0;0;0
36.114 870 ms;0;0;1
36.114 930 ms;1;0;1
36.119 080 ms;1;0;0
36.119 130 ms;0;0;0
36.132 910 ms;0;0;1
36.135 030 ms;0;0;0
36.219 180 ms;0;0;1
36.221 290 ms;0;0;0
36.249 000 ms;0;0;1
36.249 030 ms;0;1;1
36.251 190 ms;0;1;0
36.251 220 ms;0;0;0
36.279 560 ms;0;0;1
36.281 680 ms;0;0;0
36.319 420 ms;0;0;1
36.319 450 ms;0;1;1
36.320 990 ms;0;1;0
36.321 020 ms;0;0;0
36.383 080 ms;0;0;1
36.385 200 ms;0;0;0
36.392 010 ms;0;0;1
36.392 070 ms;1;0;1
36.396 200 ms;1;0;0
36.396 260 ms;0;0;0
36.477 970 ms;0;0;1
36.480 100 ms;0;0;0
36.564 240 ms;0;0;1
36.566 360 ms;0;0;0
36.641 880 ms;0;0;1
36.644 000 ms;0;0;0
36.669 140 ms;0;0;1
36.669 200 ms;1;0;1
36.673 350 ms;1;0;0
36.673 410 ms;0;0;0
36.719 520 ms;0;0;1
36.721 640 ms;0;0;0
36.823 040 ms;0;0;1
36.825 160 ms;0;0;0
36.892 050 ms;0;0;1
36.894 170 ms;0;0;0
36.946 280 ms;0;0;1
36.946 340 ms;1;0;1
36.952 830 ms;1;0;0
36.952 890 ms;0;0;0
36.995 570 ms;0;0;1
36.997 690 ms;0;0;0
37.081 840 ms;0;0;1
37.083 960 ms;0;0;0
37.150 850 ms;0;0;1
37.152 970 ms;0;0;0
37.223 420 ms;0;0;1
37.223 480 ms;1;0;1
37.229 980 ms;1;0;0
37.230 040 ms;0;0;0
37.237 120 ms;0;0;1
37.239 230 ms;0;0;0
37.310 730 ms;0;0;1
37.310 760 ms;0;1;1
37.313 560 ms;0;1;0
37.313 600 ms;0;0;0
37.323 380 ms;0;0;1
37.325 500 ms;0;0;0
37.371 510 ms;0;0;1
37.371 540 ms;0;1;1
37.376 820 ms;0;1;0
37.376 850 ms;0;0;0
37.378 320 ms;0;0;1
37.378 360 ms;0;1;1
37.392 250 ms;0;1;0
37.392 280 ms;0;0;0
37.393 780 ms;0;1;0
37.393 800 ms;1;1;0
37.400 990 ms;1;1;1
37.401 030 ms;1;0;1
37.401 050 ms;0;0;1
37.403 110 ms;0;0;0
37.489 580 ms;0;0;1
37.489 620 ms;0;1;1
37.489 640 ms;1;1;1
37.491 560 ms;1;1;0
37.491 590 ms;1;0;0
37.491 620 ms;0;0;0
37.500 530 ms;0;0;1
37.500 580 ms;1;0;1
37.505 050 ms;1;0;0
37.505 110 ms;0;0;0
37.513 140 ms;0;0;1
37.515 260 ms;0;0;0
37.590 780 ms;0;0;1
37.592 900 ms;0;0;0
37.685 700 ms;0;0;1
37.687 820 ms;0;0;0
37.771 960 ms;0;0;1
37.774 090 ms;0;0;0
37.777 690 ms;0;0;1
37.777 750 ms;1;0;1
37.781 900 ms;1;0;0
37.781 960 ms;0;0;0
37.840 980 ms;0;0;1
37.843 100 ms;0;0;0
37.857 230 ms;0;0;1
37.857 260 ms;0;1;1
37.859 420 ms;0;1;0
37.859 450 ms;0;0;0
37.944 500 ms;0;0;1
37.946 620 ms;0;0;0
37.954 270 ms;0;0;1
37.954 300 ms;0;1;1
37.955 820 ms;0;1;0
37.955 850 ms;0;0;0
38.004 890 ms;0;0;1
38.007 000 ms;0;0;0
38.054 830 ms;0;0;1
38.054 890 ms;1;0;1
38.059 020 ms;1;0;0
38.059 080 ms;0;0;0
38.091 150 ms;0;0;1
38.093 270 ms;0;0;0
38.186 040 ms;0;0;1
38.188 170 ms;0;0;0
38.289 570 ms;0;0;1
38.291 680 ms;0;0;0
38.331 970 ms;0;0;1
38.332 020 ms;1;0;1
38.336 170 ms;1;0;0
38.336 240 ms;0;0;0
38.367 200 ms;0;0;1
38.369 090 ms;0;0;0
38.598 590 ms;0;0;1
38.598 620 ms;0;1;1
38.598 650 ms;1;1;1
38.600 600 ms;1;1;0
38.600 630 ms;1;0;0
38.600 650 ms;0;0;0
38.609 100 ms;0;0;1
38.609 160 ms;1;0;1
38.613 300 ms;1;0;0
38.613 350 ms;0;0;0
38.886 240 ms;0;0;1
38.886 300 ms;1;0;1
38.890 450 ms;1;0;0
38.890 510 ms;0;0;0
39.061 160 ms;0;0;1
39.061 190 ms;0;1;1
39.063 510 ms;0;1;0
39.063 540 ms;0;0;0
39.131 570 ms;0;0;1
39.131 600 ms;0;1;1
39.133 140 ms;0;1;0
39.133 170 ms;0;0;0
39.163 380 ms;0;0;1
39.163 440 ms;1;0;1
39.167 570 ms;1;0;0
39.167 630 ms;0;0;0
39.440 510 ms;0;0;1
39.440 570 ms;1;0;1
39.444 720 ms;1;0;0
39.444 780 ms;0;0;0
39.717 660 ms;0;0;1
39.717 710 ms;1;0;1
39.721 840 ms;1;0;0
39.721 910 ms;0;0;0
39.994 790 ms;0;0;1
39.994 850 ms;1;0;1
39.999 000 ms;1;0;0
39.999 060 ms;0;0;0
40.090 510 ms;0;0;1
40.090 540 ms;0;1;1
40.090 560 ms;1;1;1
40.092 520 ms;1;1;0
40.092 550 ms;1;0;0
40.092 580 ms;0;0;0
40.271 930 ms;0;0;1
40.271 980 ms;1;0;1
40.276 120 ms;1;0;0
40.276 180 ms;0;0;0
40.549 060 ms;0;0;1
40.549 120 ms;1;0;1
40.553 270 ms;1;0;0
40.553 330 ms;0;0;0
40.622 340 ms;0;0;1
40.622 360 ms;0;1;1
40.624 520 ms;0;1;0
40.624 560 ms;0;0;0
40.826 200 ms;0;0;1
40.826 260 ms;1;0;1
40.830 390 ms;1;0;0
40.830 450 ms;0;0;0
41.103 340 ms;0;0;1
41.103 400 ms;1;0;1
41.107 540 ms;1;0;0
41.107 600 ms;0;0;0
41.380 480 ms;0;0;1
41.380 540 ms;1;0;1
41.384 660 ms;1;0;0
41.384 720 ms;0;0;0
41.629 960 ms;0;0;1
41.629 990 ms;0;1;1
41.630 010 ms;1;1;1
41.631 970 ms;1;1;0
41.632 000 ms;1;0;0
41.632 020 ms;0;0;0
41.657 610 ms;0;0;1
41.657 670 ms;1;0;1
41.661 820 ms;1;0;0
41.661 880 ms;0;0;0
41.934 750 ms;0;0;1
41.934 810 ms;1;0;1
41.941 290 ms;1;0;0
41.941 350 ms;0;0;0
42.211 890 ms;0;0;1
42.211 950 ms;1;0;1
42.218 450 ms;1;0;0
42.218 510 ms;0;0;0
42.310 340 ms;0;0;1
42.310 360 ms;0;1;1
42.313 170 ms;0;1;0
42.313 200 ms;0;0;0
42.371 520 ms;0;0;1
42.371 550 ms;0;1;1
42.376 830 ms;0;1;0
42.376 860 ms;0;0;0
42.378 330 ms;0;0;1
42.378 360 ms;0;1;1
42.391 540 ms;0;1;0
42.391 570 ms;0;0;0
42.393 070 ms;0;1;0
42.393 100 ms;1;1;0
42.488 990 ms;1;1;1
42.489 040 ms;1;0;1
42.493 520 ms;1;0;0
42.493 580 ms;0;0;0
42.685 950 ms;0;0;1
42.688 070 ms;0;0;0
42.707 890 ms;0;0;1
42.710 010 ms;0;0;0
42.743 950 ms;0;0;1
42.746 080 ms;0;0;0
42.766 160 ms;0;0;1
42.766 220 ms;1;0;1
42.770 370 ms;1;0;0
42.770 420 ms;0;0;0
42.940 840 ms;0;0;1
42.942 960 ms;0;0;0
43.027 100 ms;0;0;1
43.029 230 ms;0;0;0
43.043 300 ms;0;0;1
43.043 360 ms;1;0;1
43.047 490 ms;1;0;0
43.047 550 ms;0;0;0
43.113 370 ms;0;0;1
43.115 490 ms;0;0;0
43.118 340 ms;0;0;1
43.118 370 ms;0;1;1
43.118 390 ms;1;1;1
43.119 700 ms;1;1;0
43.119 730 ms;1;0;0
43.119 760 ms;0;0;0
43.199 630 ms;0;0;1
43.201 760 ms;0;0;0
43.277 270 ms;0;0;1
43.279 400 ms;0;0;0
43.320 440 ms;0;0;1
43.320 490 ms;1;0;1
43.324 640 ms;1;0;0
43.324 700 ms;0;0;0
43.337 660 ms;0;0;1
43.339 780 ms;0;0;0
43.458 430 ms;0;0;1
43.460 550 ms;0;0;0
43.544 700 ms;0;0;1
43.546 820 ms;0;0;0
43.597 570 ms;0;0;1
43.597 630 ms;1;0;1
43.601 770 ms;1;0;0
43.601 820 ms;0;0;0
43.630 960 ms;0;0;1
43.633 090 ms;0;0;0
43.717 230 ms;0;0;1
43.719 350 ms;0;0;0
43.786 240 ms;0;0;1
43.788 370 ms;0;0;0
43.874 710 ms;0;0;1
43.874 770 ms;1;0;1
43.878 910 ms;1;0;0
43.878 970 ms;0;0;0
43.889 760 ms;0;0;1
43.891 880 ms;0;0;0
43.976 030 ms;0;0;1
43.978 150 ms;0;0;0
44.062 290 ms;0;0;1
44.064 420 ms;0;0;0
44.131 310 ms;0;0;1
44.133 430 ms;0;0;0
44.151 850 ms;0;0;1
44.151 900 ms;1;0;1
44.156 040 ms;1;0;0
44.156 100 ms;0;0;0
44.234 830 ms;0;0;1
44.236 950 ms;0;0;0
44.321 090 ms;0;0;1
44.323 210 ms;0;0;0
44.407 360 ms;0;0;1
44.409 480 ms;0;0;0
44.428 980 ms;0;0;1
44.429 040 ms;1;0;1
44.433 190 ms;1;0;0
44.433 250 ms;0;0;0
44.459 120 ms;0;0;1
44.461 240 ms;0;0;0
44.510 880 ms;0;0;1
44.513 000 ms;0;0;0
44.648 900 ms;0;0;1
44.651 030 ms;0;0;0
44.683 410 ms;0;0;1
44.685 530 ms;0;0;0
44.706 120 ms;0;0;1
44.706 180 ms;1;0;1
44.710 310 ms;1;0;0
44.710 370 ms;0;0;0
44.838 690 ms;0;0;1
44.840 810 ms;0;0;0
44.924 960 ms;0;0;1
44.927 080 ms;0;0;0
44.983 260 ms;0;0;1
44.983 320 ms;1;0;1
44.987 460 ms;1;0;0
44.987 530 ms;0;0;0
44.993 970 ms;0;0;1
44.996 090 ms;0;0;0
45.088 860 ms;0;0;1
45.090 990 ms;0;0;0
45.175 130 ms;0;0;1
45.177 250 ms;0;0;0
45.209 640 ms;0;0;1
45.211 750 ms;0;0;0
45.260 400 ms;0;0;1
45.260 450 ms;1;0;1
45.264 590 ms;1;0;0
45.264 650 ms;0;0;0
45.356 290 ms;0;0;1
45.358 410 ms;0;0;0
45.442 550 ms;0;0;1
45.444 670 ms;0;0;0
45.528 820 ms;0;0;1
45.530 940 ms;0;0;0
45.537 530 ms;0;0;1
45.537 590 ms;1;0;1
45.541 740 ms;1;0;0
45.541 790 ms;0;0;0
45.615 080 ms;0;0;1
45.617 210 ms;0;0;0
45.701 350 ms;0;0;1
45.703 470 ms;0;0;0
45.787 620 ms;0;0;1
45.789 740 ms;0;0;0
45.814 670 ms;0;0;1
45.814 730 ms;1;0;1
45.818 860 ms;1;0;0
45.818 920 ms;0;0;0
45.873 880 ms;0;0;1
45.876 000 ms;0;0;0
45.951 520 ms;0;0;1
45.953 640 ms;0;0;0
46.046 420 ms;0;0;1
46.048 540 ms;0;0;0
46.091 800 ms;0;0;1
46.091 860 ms;1;0;1
46.096 010 ms;1;0;0
46.096 070 ms;0;0;0
46.132 680 ms;0;0;1
46.134 800 ms;0;0;0
46.218 950 ms;0;0;1
46.221 070 ms;0;0;0
46.305 220 ms;0;0;1
46.307 330 ms;0;0;0
46.368 940 ms;0;0;1
46.369 000 ms;1;0;1
46.373 130 ms;1;0;0
46.373 190 ms;0;0;0
46.391 480 ms;0;0;1
46.393 600 ms;0;0;0
46.477 750 ms;0;0;1
46.479 870 ms;0;0;0
46.564 020 ms;0;0;1
46.566 130 ms;0;0;0
46.646 080 ms;0;0;1
46.646 140 ms;1;0;1
46.650 290 ms;1;0;0
46.650 350 ms;0;0;0
46.651 830 ms;0;0;1
46.653 960 ms;0;0;0
46.667 530 ms;0;0;1
46.669 650 ms;0;0;0
46.814 190 ms;0;0;1
46.816 300 ms;0;0;0
46.909 080 ms;0;0;1
46.911 200 ms;0;0;0
46.923 220 ms;0;0;1
46.923 270 ms;1;0;1
46.929 760 ms;1;0;0
46.929 820 ms;0;0;0
46.995 340 ms;0;0;1
46.997 470 ms;0;0;0
47.081 610 ms;0;0;1
47.083 730 ms;0;0;0
47.098 870 ms;0;0;1
47.100 980 ms;0;0;0
47.185 130 ms;0;0;1
47.187 250 ms;0;0;0
47.200 350 ms;0;0;1
47.200 410 ms;1;0;1
47.206 920 ms;1;0;0
47.206 970 ms;0;0;0
47.280 020 ms;0;0;1
47.282 150 ms;0;0;0
47.309 970 ms;0;0;1
47.310 000 ms;0;1;1
47.312 810 ms;0;1;0
47.312 840 ms;0;0;0
47.357 660 ms;0;0;1
47.359 790 ms;0;0;0
47.371 070 ms;0;0;1
47.371 100 ms;0;1;1
47.376 380 ms;0;1;0
47.376 410 ms;0;0;0
47.377 880 ms;0;0;1
47.377 910 ms;0;1;1
47.391 090 ms;0;1;0
47.391 120 ms;0;0;0
47.392 630 ms;0;1;0
47.392 650 ms;1;1;0
47.477 460 ms;1;1;1
47.477 500 ms;1;0;1
47.481 980 ms;1;0;0
47.482 040 ms;0;0;0
47.512 910 ms;0;0;1
47.515 030 ms;0;0;0
47.530 170 ms;0;0;1
47.532 290 ms;0;0;0
47.676 850 ms;0;0;1
47.678 970 ms;0;0;0
47.754 630 ms;0;0;1
47.754 690 ms;1;0;1
47.758 840 ms;1;0;0
47.758 900 ms;0;0;0
47.771 740 ms;0;0;1
47.773 860 ms;0;0;0
47.858 010 ms;0;0;1
47.860 120 ms;0;0;0
47.944 270 ms;0;0;1
47.946 400 ms;0;0;0
48.013 280 ms;0;0;1
48.015 410 ms;0;0;0
48.031 760 ms;0;0;1
48.031 820 ms;1;0;1
48.035 960 ms;1;0;0
48.036 010 ms;0;0;0
