Times;CH3 CH 3;CH4 CH 4;CH5 CH 5
1.662 253 850 s;0;0;1
1.662 253 880 s;0;1;1
1.662 267 060 s;0;1;0
1.662 267 090 s;0;0;0
1.662 268 590 s;0;1;0
1.662 268 610 s;1;1;0
1.662 355 320 s;1;1;1
1.662 355 350 s;1;0;1
1.662 359 850 s;1;0;0
1.662 359 910 s;0;0;0
1.662 563 240 s;0;0;1
1.662 565 360 s;0;0;0
1.662 585 180 s;0;0;1
1.662 587 300 s;0;0;0
1.662 621 240 s;0;0;1
1.662 623 360 s;0;0;0
1.662 632 480 s;0;0;1
1.662 632 540 s;1;0;1
1.662 636 680 s;1;0;0
1.662 636 730 s;0;0;0
1.662 783 620 s;0;0;1
1.662 785 740 s;0;0;0
1.662 904 390 s;0;0;1
1.662 906 510 s;0;0;0
1.662 909 620 s;0;0;1
1.662 909 680 s;1;0;1
1.662 913 820 s;1;0;0
1.662 913 880 s;0;0;0
1.662 990 660 s;0;0;1
1.662 992 780 s;0;0;0
1.662 994 880 s;0;0;1
1.662 994 910 s;0;1;1
1.662 994 940 s;1;1;1
1.662 996 250 s;1;1;0
1.662 996 280 s;1;0;0
1.662 996 300 s;0;0;0
1.663 049 760 s;0;0;1
1.663 049 790 s;0;1;1
1.663 051 950 s;0;1;0
1.663 051 980 s;0;0;0
1.663 076 920 s;0;0;1
1.663 079 050 s;0;0;0
1.663 120 190 s;0;0;1
1.663 120 220 s;0;1;1
1.663 121 750 s;0;1;0
1.663 121 780 s;0;0;0
1.663 137 310 s;0;0;1
1.663 139 430 s;0;0;0
1.663 186 760 s;0;0;1
1.663 186 810 s;1;0;1
1.663 190 950 s;1;0;0
1.663 191 010 s;0;0;0
1.663 206 320 s;0;0;1
1.663 208 450 s;0;0;0
1.663 335 720 s;0;0;1
1.663 337 840 s;0;0;0
1.663 421 990 s;0;0;1
1.663 424 110 s;0;0;0
1.663 463 890 s;0;0;1
1.663 463 950 s;1;0;1
1.663 468 100 s;1;0;0
1.663 468 160 s;0;0;0
1.663 508 250 s;0;0;1
1.663 510 380 s;0;0;0
1.663 594 520 s;0;0;1
1.663 596 640 s;0;0;0
1.663 663 530 s;0;0;1
1.663 665 660 s;0;0;0
1.663 741 030 s;0;0;1
1.663 741 090 s;1;0;1
1.663 745 220 s;1;0;0
1.663 745 280 s;0;0;0
1.663 767 050 s;0;0;1
1.663 769 170 s;0;0;0
1.663 853 320 s;0;0;1
1.663 855 440 s;0;0;0
1.663 939 590 s;0;0;1
1.663 941 700 s;0;0;0
1.664 008 600 s;0;0;1
1.664 010 720 s;0;0;0
1.664 018 170 s;0;0;1
1.664 018 230 s;1;0;1
1.664 022 370 s;1;0;0
1.664 022 430 s;0;0;0
1.664 112 120 s;0;0;1
1.664 114 230 s;0;0;0
1.664 198 380 s;0;0;1
1.664 200 510 s;0;0;0
1.664 227 130 s;0;0;1
1.664 227 170 s;0;1;1
1.664 229 320 s;0;1;0
1.664 229 360 s;0;0;0
1.664 284 650 s;0;0;1
1.664 286 770 s;0;0;0
1.664 295 300 s;0;0;1
1.664 295 360 s;1;0;1
1.664 297 550 s;1;1;1
1.664 297 590 s;0;1;1
1.664 299 080 s;0;1;0
1.664 299 110 s;0;0;0
1.664 336 410 s;0;0;1
1.664 338 530 s;0;0;0
1.664 388 170 s;0;0;1
1.664 390 290 s;0;0;0
1.664 526 190 s;0;0;1
1.664 528 310 s;0;0;0
1.664 560 700 s;0;0;1
1.664 562 820 s;0;0;0
1.664 572 440 s;0;0;1
1.664 572 500 s;1;0;1
1.664 576 640 s;1;0;0
1.664 576 700 s;0;0;0
1.664 715 980 s;0;0;1
1.664 718 100 s;0;0;0
1.664 802 250 s;0;0;1
1.664 804 370 s;0;0;0
1.664 849 580 s;0;0;1
1.664 849 640 s;1;0;1
1.664 853 770 s;1;0;0
1.664 853 830 s;0;0;0
1.664 871 260 s;0;0;1
1.664 873 380 s;0;0;0
1.664 974 780 s;0;0;1
1.664 976 900 s;0;0;0
1.665 052 420 s;0;0;1
1.665 054 540 s;0;0;0
1.665 086 930 s;0;0;1
1.665 089 040 s;0;0;0
1.665 126 710 s;0;0;1
1.665 126 770 s;1;0;1
1.665 130 920 s;1;0;0
1.665 130 980 s;0;0;0
1.665 233 580 s;0;0;1
1.665 235 700 s;0;0;0
1.665 285 330 s;0;0;1
1.665 287 460 s;0;0;0
1.665 403 850 s;0;0;1
1.665 403 910 s;1;0;1
1.665 408 040 s;1;0;0
1.665 408 100 s;0;0;0
1.665 409 590 s;0;0;1
1.665 411 710 s;0;0;0
1.665 492 370 s;0;0;1
1.665 494 500 s;0;0;0
1.665 578 640 s;0;0;1
1.665 580 760 s;0;0;0
1.665 656 280 s;0;0;1
1.665 658 400 s;0;0;0
1.665 680 990 s;0;0;1
1.665 681 050 s;1;0;1
1.665 685 200 s;1;0;0
1.665 685 260 s;0;0;0
1.665 751 170 s;0;0;1
1.665 753 290 s;0;0;0
1.665 820 190 s;0;0;1
1.665 822 310 s;0;0;0
1.665 835 180 s;0;0;1
1.665 835 210 s;0;1;1
1.665 837 380 s;0;1;0
1.665 837 400 s;0;0;0
1.665 923 700 s;0;0;1
1.665 925 820 s;0;0;0
1.665 932 220 s;0;0;1
1.665 932 250 s;0;1;1
1.665 933 770 s;0;1;0
1.665 933 800 s;0;0;0
1.665 958 130 s;0;0;1
1.665 958 180 s;1;0;1
1.665 962 320 s;1;0;0
1.665 962 380 s;0;0;0
1.666 009 970 s;0;0;1
1.666 012 090 s;0;0;0
1.666 096 240 s;0;0;1
1.666 098 360 s;0;0;0
1.666 182 500 s;0;0;1
1.666 184 630 s;0;0;0
1.666 235 260 s;0;0;1
1.666 235 320 s;1;0;1
1.666 239 470 s;1;0;0
1.666 239 520 s;0;0;0
1.666 268 770 s;0;0;1
1.666 270 890 s;0;0;0
1.666 355 040 s;0;0;1
1.666 357 160 s;0;0;0
1.666 441 300 s;0;0;1
1.666 443 420 s;0;0;0
1.666 512 400 s;0;0;1
1.666 512 460 s;1;0;1
1.666 516 590 s;1;0;0
1.666 516 650 s;0;0;0
1.666 527 570 s;0;0;1
1.666 529 690 s;0;0;0
1.666 544 820 s;0;0;1
1.666 546 940 s;0;0;0
1.666 691 470 s;0;0;1
1.666 693 600 s;0;0;0
1.666 786 370 s;0;0;1
1.666 789 560 s;1;0;1
1.666 796 070 s;1;0;0
1.666 796 130 s;0;0;0
1.666 872 630 s;0;0;1
1.666 874 750 s;0;0;0
1.666 958 900 s;0;0;1
1.666 961 020 s;0;0;0
1.667 039 170 s;0;0;1
1.667 039 200 s;0;1;1
1.667 041 510 s;0;1;0
1.667 041 550 s;0;0;0
1.667 045 160 s;0;0;1
1.667 047 290 s;0;0;0
1.667 066 670 s;0;0;1
1.667 066 730 s;1;0;1
1.667 073 220 s;1;0;0
1.667 073 280 s;0;0;0
1.667 109 590 s;0;0;1
1.667 109 620 s;0;1;1
1.667 111 160 s;0;1;0
1.667 111 190 s;0;0;0
1.667 131 430 s;0;0;1
1.667 133 550 s;0;0;0
1.667 185 620 s;0;0;1
1.667 185 650 s;0;1;1
1.667 188 460 s;0;1;0
1.667 188 490 s;0;0;0
1.667 217 700 s;0;0;1
1.667 219 820 s;0;0;0
1.667 246 590 s;0;0;1
1.667 246 620 s;0;1;1
1.667 251 900 s;0;1;0
1.667 251 930 s;0;0;0
1.667 253 400 s;0;0;1
1.667 253 430 s;0;1;1
1.667 266 610 s;0;1;0
1.667 266 640 s;0;0;0
1.667 268 140 s;0;1;0
1.667 268 170 s;1;1;0
1.667 303 930 s;1;1;1
1.667 303 970 s;1;0;1
1.667 304 000 s;0;0;1
1.667 306 050 s;0;0;0
1.667 343 780 s;0;0;1
1.667 343 840 s;1;0;1
1.667 348 320 s;1;0;0
1.667 348 380 s;0;0;0
1.667 390 200 s;0;0;1
1.667 392 320 s;0;0;0
1.667 407 450 s;0;0;1
1.667 409 580 s;0;0;0
1.667 549 490 s;0;0;1
1.667 551 610 s;0;0;0
1.667 620 950 s;0;0;1
1.667 621 010 s;1;0;1
1.667 625 140 s;1;0;0
1.667 625 200 s;0;0;0
1.667 649 030 s;0;0;1
1.667 651 150 s;0;0;0
1.667 735 290 s;0;0;1
1.667 737 410 s;0;0;0
1.667 821 560 s;0;0;1
1.667 823 680 s;0;0;0
1.667 898 090 s;0;0;1
1.667 898 150 s;1;0;1
1.667 902 290 s;1;0;0
1.667 902 350 s;0;0;0
1.667 907 830 s;0;0;1
1.667 909 950 s;0;0;0
1.667 994 090 s;0;0;1
1.667 996 220 s;0;0;0
1.668 019 970 s;0;0;1
1.668 022 090 s;0;0;0
1.668 166 630 s;0;0;1
1.668 168 750 s;0;0;0
1.668 175 220 s;0;0;1
1.668 175 280 s;1;0;1
1.668 179 410 s;1;0;0
1.668 179 480 s;0;0;0
1.668 218 380 s;0;0;1
1.668 220 510 s;0;0;0
1.668 339 160 s;0;0;1
1.668 341 280 s;0;0;0
1.668 425 420 s;0;0;1
1.668 427 550 s;0;0;0
1.668 452 360 s;0;0;1
1.668 452 420 s;1;0;1
1.668 456 570 s;1;0;0
1.668 456 620 s;0;0;0
1.668 511 690 s;0;0;1
1.668 513 810 s;0;0;0
1.668 597 950 s;0;0;1
1.668 600 360 s;0;1;1
1.668 602 520 s;0;1;0
1.668 602 550 s;0;0;0
1.668 684 220 s;0;0;1
1.668 686 340 s;0;0;0
1.668 729 500 s;0;0;1
1.668 729 560 s;1;0;1
1.668 733 690 s;1;0;0
1.668 733 740 s;0;0;0
1.668 770 490 s;0;0;1
1.668 772 610 s;0;0;0
1.668 856 750 s;0;0;1
1.668 858 870 s;0;0;0
1.668 943 020 s;0;0;1
1.668 945 140 s;0;0;0
1.669 006 640 s;0;0;1
1.669 006 690 s;1;0;1
1.669 010 840 s;1;0;0
1.669 010 900 s;0;0;0
1.669 029 280 s;0;0;1
1.669 031 410 s;0;0;0
1.669 098 300 s;0;0;1
1.669 100 420 s;0;0;0
1.669 201 820 s;0;0;1
1.669 203 940 s;0;0;0
1.669 283 770 s;0;0;1
1.669 283 830 s;1;0;1
1.669 287 960 s;1;0;0
1.669 288 020 s;0;0;0
1.669 289 510 s;0;0;1
1.669 291 630 s;0;0;0
1.669 365 720 s;0;0;1
1.669 367 840 s;0;0;0
1.669 460 610 s;0;0;1
1.669 462 510 s;0;0;0
1.669 560 910 s;0;0;1
1.669 560 970 s;1;0;1
1.669 565 110 s;1;0;0
1.669 565 170 s;0;0;0
1.669 838 040 s;0;0;1
1.669 838 100 s;1;0;1
1.669 842 240 s;1;0;0
1.669 842 300 s;0;0;0
1.670 115 180 s;0;0;1
1.670 115 240 s;1;0;1
1.670 119 380 s;1;0;0
1.670 119 440 s;0;0;0
1.670 392 320 s;0;0;1
1.670 392 380 s;1;0;1
1.670 396 510 s;1;0;0
1.670 396 570 s;0;0;0
1.670 669 450 s;0;0;1
1.670 669 510 s;1;0;1
1.670 673 660 s;1;0;0
1.670 673 720 s;0;0;0
1.670 946 590 s;0;0;1
1.670 946 650 s;1;0;1
1.670 950 790 s;1;0;0
1.670 950 840 s;0;0;0
1.671 223 730 s;0;0;1
1.671 223 790 s;1;0;1
1.671 227 930 s;1;0;0
1.671 228 000 s;0;0;0
1.671 500 870 s;0;0;1
1.671 500 920 s;1;0;1
1.671 505 060 s;1;0;0
1.671 505 120 s;0;0;0
1.671 778 000 s;0;0;1
1.671 778 060 s;1;0;1
1.671 784 560 s;1;0;0
1.671 784 620 s;0;0;0
1.672 055 140 s;0;0;1
1.672 055 200 s;1;0;1
1.672 061 690 s;1;0;0
1.672 061 750 s;0;0;0
1.672 185 240 s;0;0;1
1.672 185 270 s;0;1;1
1.672 188 080 s;0;1;0
1.672 188 110 s;0;0;0
1.672 246 140 s;0;0;1
1.672 246 170 s;0;1;1
1.672 251 450 s;0;1;0
1.672 251 480 s;0;0;0
1.672 252 950 s;0;0;1
1.672 252 980 s;0;1;1
1.672 266 160 s;0;1;0
1.672 266 190 s;0;0;0
1.672 267 690 s;0;1;0
1.672 267 720 s;1;1;0
1.672 284 400 s;1;1;1
1.672 284 440 s;1;0;1
1.672 285 840 s;1;0;0
1.672 285 900 s;0;0;0
1.672 288 780 s;0;0;1
1.672 288 840 s;1;0;1
1.672 290 180 s;1;0;0
1.672 290 240 s;0;0;0
1.672 314 810 s;0;0;1
1.672 314 870 s;1;0;1
1.672 316 630 s;1;0;0
1.672 316 690 s;0;0;0
1.672 332 250 s;0;0;1
1.672 332 310 s;1;0;1
1.672 336 790 s;1;0;0
1.672 336 840 s;0;0;0
1.672 341 050 s;0;0;1
1.672 341 110 s;1;0;1
1.672 342 390 s;1;0;0
1.672 342 450 s;0;0;0
1.672 346 770 s;0;0;1
1.672 346 830 s;1;0;1
1.672 348 240 s;1;0;0
1.672 348 300 s;0;0;0
1.672 372 780 s;0;0;1
1.672 372 840 s;1;0;1
1.672 374 230 s;1;0;0
1.672 374 290 s;0;0;0
1.672 396 190 s;0;0;1
1.672 396 250 s;1;0;1
1.672 397 770 s;1;0;0
1.672 397 830 s;0;0;0
1.672 400 890 s;0;0;1
1.672 400 950 s;1;0;1
1.672 402 210 s;1;0;0
1.672 402 270 s;0;0;0
1.672 424 170 s;0;0;1
1.672 424 230 s;1;0;1
1.672 425 750 s;1;0;0
1.672 425 810 s;0;0;0
1.672 428 870 s;0;0;1
1.672 428 930 s;1;0;1
1.672 430 190 s;1;0;0
1.672 430 250 s;0;0;0
1.672 452 150 s;0;0;1
1.672 452 210 s;1;0;1
1.672 453 730 s;1;0;0
1.672 453 790 s;0;0;0
1.672 456 850 s;0;0;1
1.672 456 910 s;1;0;1
1.672 458 170 s;1;0;0
1.672 458 230 s;0;0;0
1.672 480 130 s;0;0;1
1.672 480 190 s;1;0;1
1.672 481 710 s;1;0;0
1.672 481 770 s;0;0;0
1.672 484 830 s;0;0;1
1.672 484 890 s;1;0;1
1.672 486 150 s;1;0;0
1.672 486 210 s;0;0;0
1.672 508 110 s;0;0;1
1.672 508 170 s;1;0;1
1.672 509 690 s;1;0;0
1.672 509 750 s;0;0;0
1.672 512 810 s;0;0;1
1.672 512 870 s;1;0;1
1.672 514 130 s;1;0;0
1.672 514 190 s;0;0;0
1.672 536 090 s;0;0;1
1.672 536 150 s;1;0;1
1.672 537 680 s;1;0;0
1.672 537 740 s;0;0;0
1.672 540 800 s;0;0;1
1.672 540 860 s;1;0;1
1.672 542 130 s;1;0;0
1.672 542 190 s;0;0;0
1.672 546 330 s;0;0;1
1.672 546 390 s;1;0;1
1.672 550 780 s;1;0;0
1.672 550 840 s;0;0;0
1.672 609 390 s;0;0;1
1.672 609 450 s;1;0;1
1.672 613 580 s;1;0;0
1.672 613 640 s;0;0;0
1.672 630 740 s;0;0;1
1.672 632 860 s;0;0;0
1.672 652 670 s;0;0;1
1.672 654 800 s;0;0;0
1.672 722 710 s;0;0;1
1.672 724 820 s;0;0;0
1.672 851 120 s;0;0;1
1.672 853 240 s;0;0;0
1.672 886 550 s;0;0;1
1.672 886 610 s;1;0;1
1.672 890 760 s;1;0;0
1.672 890 820 s;0;0;0
1.672 971 890 s;0;0;1
1.672 974 010 s;0;0;0
1.673 058 160 s;0;0;1
1.673 060 280 s;0;0;0
1.673 144 420 s;0;0;1
1.673 146 550 s;0;0;0
1.673 163 690 s;0;0;1
1.673 163 750 s;1;0;1
1.673 167 880 s;1;0;0
1.673 167 940 s;0;0;0
1.673 196 180 s;0;0;1
1.673 198 300 s;0;0;0
1.673 273 820 s;0;0;1
1.673 275 940 s;0;0;0
1.673 403 220 s;0;0;1
1.673 405 340 s;0;0;0
1.673 440 830 s;0;0;1
1.673 440 890 s;1;0;1
1.673 445 030 s;1;0;0
1.673 445 090 s;0;0;0
1.673 489 490 s;0;0;1
1.673 491 610 s;0;0;0
1.673 575 750 s;0;0;1
1.673 577 870 s;0;0;0
1.673 662 020 s;0;0;1
1.673 664 140 s;0;0;0
1.673 717 960 s;0;0;1
1.673 718 020 s;1;0;1
1.673 722 150 s;1;0;0
1.673 722 220 s;0;0;0
1.673 731 030 s;0;0;1
1.673 733 150 s;0;0;0
1.673 834 550 s;0;0;1
1.673 836 670 s;0;0;0
1.673 920 820 s;0;0;1
1.673 922 940 s;0;0;0
1.673 995 100 s;0;0;1
1.673 995 160 s;1;0;1
1.673 999 310 s;1;0;0
1.673 999 370 s;0;0;0
1.674 007 090 s;0;0;1
1.674 009 200 s;0;0;0
1.674 076 100 s;0;0;1
1.674 078 220 s;0;0;0
1.674 179 620 s;0;0;1
1.674 181 740 s;0;0;0
1.674 265 880 s;0;0;1
1.674 268 010 s;0;0;0
1.674 272 240 s;0;0;1
1.674 272 300 s;1;0;1
1.674 276 430 s;1;0;0
1.674 276 490 s;0;0;0
1.674 352 150 s;0;0;1
1.674 354 270 s;0;0;0
1.674 412 530 s;0;0;1
1.674 414 660 s;0;0;0
1.674 524 680 s;0;0;1
1.674 526 800 s;0;0;0
1.674 549 380 s;0;0;1
1.674 549 430 s;1;0;1
1.674 553 580 s;1;0;0
1.674 553 640 s;0;0;0
1.674 593 690 s;0;0;1
1.674 595 810 s;0;0;0
1.674 697 210 s;0;0;1
1.674 699 340 s;0;0;0
1.674 783 480 s;0;0;1
1.674 785 600 s;0;0;0
1.674 826 510 s;0;0;1
1.674 826 570 s;1;0;1
1.674 830 700 s;1;0;0
1.674 830 760 s;0;0;0
1.674 869 750 s;0;0;1
1.674 871 870 s;0;0;0
1.674 938 760 s;0;0;1
1.674 940 880 s;0;0;0
1.674 973 260 s;0;0;1
1.674 975 380 s;0;0;0
1.675 103 650 s;0;0;1
1.675 103 710 s;1;0;1
1.675 107 850 s;1;0;0
1.675 107 910 s;0;0;0
1.675 128 540 s;0;0;1
1.675 130 670 s;0;0;0
1.675 206 180 s;0;0;1
1.675 208 310 s;0;0;0
1.675 240 690 s;0;0;1
1.675 242 810 s;0;0;0
1.675 380 780 s;0;0;1
1.675 380 850 s;1;0;1
1.675 384 980 s;1;0;0
1.675 385 040 s;0;0;0
1.675 387 340 s;0;0;1
1.675 389 460 s;0;0;0
1.675 439 100 s;0;0;1
1.675 441 220 s;0;0;0
1.675 559 870 s;0;0;1
1.675 561 990 s;0;0;0
1.675 646 140 s;0;0;1
1.675 648 260 s;0;0;0
1.675 657 920 s;0;0;1
1.675 657 980 s;1;0;1
1.675 662 130 s;1;0;0
1.675 662 190 s;0;0;0
1.675 732 400 s;0;0;1
1.675 734 530 s;0;0;0
1.675 784 170 s;0;0;1
1.675 786 280 s;0;0;0
1.675 861 810 s;0;0;1
1.675 863 920 s;0;0;0
1.675 935 060 s;0;0;1
1.675 935 120 s;1;0;1
1.675 939 250 s;1;0;0
1.675 939 310 s;0;0;0
1.675 991 210 s;0;0;1
1.675 993 330 s;0;0;0
1.676 077 470 s;0;0;1
1.676 079 590 s;0;0;0
1.676 163 740 s;0;0;1
1.676 165 860 s;0;0;0
1.676 212 200 s;0;0;1
1.676 212 260 s;1;0;1
1.676 216 400 s;1;0;0
1.676 216 460 s;0;0;0
1.676 232 750 s;0;0;1
1.676 234 870 s;0;0;0
1.676 336 270 s;0;0;1
1.676 338 390 s;0;0;0
1.676 422 540 s;0;0;1
1.676 424 660 s;0;0;0
1.676 489 330 s;0;0;1
1.676 489 390 s;1;0;1
1.676 493 530 s;1;0;0
1.676 493 590 s;0;0;0
1.676 508 800 s;0;0;1
1.676 510 920 s;0;0;0
1.676 595 070 s;0;0;1
1.676 597 190 s;0;0;0
1.676 681 330 s;0;0;1
1.676 683 460 s;0;0;0
1.676 766 470 s;0;0;1
1.676 766 530 s;1;0;1
1.676 773 030 s;1;0;0
1.676 773 090 s;0;0;0
1.676 774 580 s;0;0;1
1.676 776 710 s;0;0;0
1.676 839 680 s;0;0;1
1.676 841 810 s;0;0;0
1.676 943 200 s;0;0;1
1.676 945 320 s;0;0;0
1.677 029 470 s;0;0;1
1.677 031 590 s;0;0;0
1.677 043 610 s;0;0;1
1.677 043 670 s;1;0;1
1.677 050 160 s;1;0;0
1.677 050 220 s;0;0;0
1.677 098 480 s;0;0;1
1.677 100 600 s;0;0;0
1.677 184 860 s;0;0;1
1.677 184 890 s;0;1;1
1.677 187 700 s;0;1;0
1.677 187 730 s;0;0;0
1.677 202 000 s;0;0;1
1.677 204 120 s;0;0;0
1.677 245 690 s;0;0;1
1.677 245 720 s;0;1;1
1.677 250 990 s;0;1;0
1.677 251 030 s;0;0;0
1.677 252 500 s;0;0;1
1.677 252 530 s;0;1;1
1.677 266 420 s;0;1;0
1.677 266 450 s;0;0;0
1.677 267 960 s;0;1;0
1.677 267 980 s;1;1;0
1.677 288 240 s;1;1;1
1.677 288 270 s;1;0;1
1.677 288 300 s;0;0;1
1.677 290 360 s;0;0;0
1.677 320 710 s;0;0;1
1.677 320 780 s;1;0;1
1.677 325 250 s;1;0;0
1.677 325 310 s;0;0;0
1.677 357 250 s;0;0;1
1.677 359 370 s;0;0;0
1.677 363 760 s;0;0;1
1.677 363 790 s;0;1;1
1.677 363 820 s;1;1;1
1.677 365 740 s;1;1;0
1.677 365 770 s;1;0;0
1.677 365 790 s;0;0;0
1.677 460 770 s;0;0;1
1.677 462 890 s;0;0;0
1.677 538 410 s;0;0;1
1.677 540 530 s;0;0;0
1.677 597 880 s;0;0;1
1.677 597 940 s;1;0;1
1.677 602 080 s;1;0;0
1.677 602 140 s;0;0;0
1.677 633 330 s;0;0;1
1.677 635 460 s;0;0;0
1.677 719 600 s;0;0;1
1.677 721 720 s;0;0;0
1.677 788 610 s;0;0;1
1.677 790 730 s;0;0;0
1.677 875 020 s;0;0;1
1.677 875 080 s;1;0;1
1.677 879 220 s;1;0;0
1.677 879 280 s;0;0;0
1.677 892 130 s;0;0;1
1.677 894 250 s;0;0;0
1.677 978 400 s;0;0;1
1.677 980 520 s;0;0;0
1.678 047 410 s;0;0;1
1.678 049 530 s;0;0;0
1.678 133 680 s;0;0;1
1.678 135 790 s;0;0;0
1.678 152 160 s;0;0;1
1.678 152 220 s;1;0;1
1.678 156 350 s;1;0;0
1.678 156 410 s;0;0;0
1.678 237 190 s;0;0;1
1.678 239 320 s;0;0;0
1.678 306 210 s;0;0;1
1.678 308 100 s;0;0;0
1.678 429 290 s;0;0;1
1.678 429 350 s;1;0;1
1.678 433 500 s;1;0;0
1.678 433 560 s;0;0;0
1.678 472 770 s;0;0;1
1.678 472 800 s;0;1;1
1.678 472 830 s;1;1;1
1.678 474 780 s;1;1;0
1.678 474 810 s;1;0;0
1.678 474 830 s;0;0;0
1.678 706 430 s;0;0;1
1.678 706 490 s;1;0;1
1.678 710 620 s;1;0;0
1.678 710 680 s;0;0;0
1.678 983 570 s;0;0;1
1.678 983 630 s;1;0;1
1.678 987 780 s;1;0;0
1.678 987 830 s;0;0;0
1.679 260 700 s;0;0;1
1.679 260 760 s;1;0;1
1.679 264 890 s;1;0;0
1.679 264 960 s;0;0;0
1.679 537 840 s;0;0;1
1.679 537 900 s;1;0;1
1.679 542 050 s;1;0;0
1.679 542 110 s;0;0;0
1.679 814 980 s;0;0;1
1.679 815 040 s;1;0;1
1.679 819 170 s;1;0;0
1.679 819 230 s;0;0;0
1.679 964 690 s;0;0;1
1.679 964 720 s;0;1;1
1.679 964 740 s;1;1;1
1.679 966 690 s;1;1;0
1.679 966 720 s;1;0;0
1.679 966 750 s;0;0;0
1.680 092 120 s;0;0;1
1.680 092 180 s;1;0;1
1.680 096 320 s;1;0;0
1.680 096 380 s;0;0;0
1.680 369 250 s;0;0;1
1.680 369 310 s;1;0;1
1.680 373 450 s;1;0;0
1.680 373 510 s;0;0;0
1.680 646 390 s;0;0;1
1.680 646 450 s;1;0;1
1.680 650 590 s;1;0;0
1.680 650 650 s;0;0;0
1.680 923 530 s;0;0;1
1.680 923 580 s;1;0;1
1.680 927 720 s;1;0;0
1.680 927 780 s;0;0;0
1.681 200 660 s;0;0;1
1.681 200 720 s;1;0;1
1.681 204 870 s;1;0;0
1.681 204 930 s;0;0;0
1.681 477 800 s;0;0;1
1.681 477 860 s;1;0;1
1.681 481 990 s;1;0;0
1.681 482 050 s;0;0;0
1.681 504 140 s;0;0;1
1.681 504 170 s;0;1;1
1.681 504 190 s;1;1;1
1.681 506 140 s;1;1;0
1.681 506 170 s;1;0;0
1.681 506 200 s;0;0;0
1.681 754 940 s;0;0;1
1.681 754 990 s;1;0;1
1.681 761 500 s;1;0;0
1.681 761 560 s;0;0;0
1.681 989 930 s;0;0;1
1.681 989 960 s;0;1;1
1.681 991 490 s;0;1;0
1.681 991 520 s;0;0;0
1.682 032 080 s;0;0;1
1.682 032 130 s;1;0;1
1.682 038 620 s;1;0;0
1.682 038 680 s;0;0;0
1.682 184 470 s;0;0;1
1.682 184 500 s;0;1;1
1.682 187 300 s;0;1;0
1.682 187 340 s;0;0;0
1.682 245 240 s;0;0;1
1.682 245 270 s;0;1;1
1.682 250 540 s;0;1;0
1.682 250 580 s;0;0;0
1.682 252 050 s;0;0;1
1.682 252 080 s;0;1;1
1.682 265 260 s;0;1;0
1.682 265 290 s;0;0;0
1.682 266 790 s;0;1;0
1.682 266 820 s;1;1;0
1.682 309 180 s;1;1;1
1.682 309 220 s;1;0;1
1.682 313 720 s;1;0;0
1.682 313 780 s;0;0;0
1.682 557 480 s;0;0;1
1.682 559 610 s;0;0;0
1.682 579 420 s;0;0;1
1.682 581 540 s;0;0;0
1.682 586 320 s;0;0;1
1.682 586 380 s;1;0;1
1.682 590 520 s;1;0;0
1.682 590 580 s;0;0;0
1.682 621 270 s;0;0;1
1.682 623 390 s;0;0;0
1.682 777 860 s;0;0;1
1.682 779 990 s;0;0;0
1.682 863 490 s;0;0;1
1.682 863 540 s;1;0;1
1.682 867 690 s;1;0;0
1.682 867 750 s;0;0;0
1.682 898 640 s;0;0;1
1.682 900 760 s;0;0;0
1.682 984 900 s;0;0;1
1.682 987 030 s;0;0;0
1.682 991 030 s;0;0;1
1.682 991 060 s;0;1;1
1.682 991 080 s;1;1;1
1.682 992 390 s;1;1;0
1.682 992 420 s;1;0;0
1.682 992 450 s;0;0;0
1.683 071 170 s;0;0;1
1.683 073 290 s;0;0;0
1.683 140 630 s;0;0;1
1.683 140 680 s;1;0;1
1.683 144 820 s;1;0;0
1.683 144 880 s;0;0;0
1.683 157 440 s;0;0;1
1.683 159 550 s;0;0;0
1.683 191 940 s;0;0;1
1.683 194 060 s;0;0;0
1.683 329 970 s;0;0;1
1.683 332 090 s;0;0;0
1.683 416 230 s;0;0;1
1.683 417 790 s;1;0;1
1.683 421 940 s;1;0;0
1.683 422 000 s;0;0;0
1.683 471 910 s;0;0;1
1.683 471 940 s;0;1;1
1.683 474 100 s;0;1;0
1.683 474 130 s;0;0;0
1.683 504 380 s;0;0;1
1.683 506 500 s;0;0;0
1.683 542 330 s;0;0;1
1.683 542 360 s;0;1;1
1.683 543 900 s;0;1;0
1.683 543 930 s;0;0;0
1.683 590 650 s;0;0;1
1.683 592 770 s;0;0;0
1.683 659 660 s;0;0;1
1.683 661 790 s;0;0;0
1.683 694 900 s;0;0;1
1.683 694 960 s;1;0;1
1.683 699 090 s;1;0;0
1.683 699 150 s;0;0;0
1.683 763 180 s;0;0;1
1.683 765 300 s;0;0;0
1.683 849 450 s;0;0;1
1.683 851 570 s;0;0;0
1.683 935 720 s;0;0;1
1.683 937 830 s;0;0;0
1.683 972 040 s;0;0;1
1.683 972 090 s;1;0;1
1.683 976 240 s;1;0;0
1.683 976 300 s;0;0;0
1.684 004 730 s;0;0;1
1.684 006 850 s;0;0;0
1.684 108 250 s;0;0;1
1.684 110 370 s;0;0;0
1.684 194 510 s;0;0;1
1.684 196 640 s;0;0;0
1.684 249 170 s;0;0;1
1.684 249 230 s;1;0;1
1.684 253 360 s;1;0;0
